,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeeid,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
1833,36,No,Travel_Rarely,Sales,10,4,Marketing,1834,Male,3,Manager,Married,86860,1,13,0,18,2,18,4,11,2,4,2,3,3,9.281841811691113
1834,32,No,Travel_Rarely,Research & Development,3,4,Medical,1835,Female,4,Sales Executive,Divorced,30380,2,20,0,8,3,5,0,3,2,4,2,3,4,7.233784024988611
1835,30,No,Travel_Frequently,Research & Development,4,5,Medical,1836,Male,5,Sales Representative,Divorced,30580,9,14,1,10,2,5,0,3,2,4,2,3,3,5.969952030343333
1836,53,No,Travel_Rarely,Sales,6,3,Marketing,1837,Male,4,Sales Executive,Married,23250,7,18,1,35,1,5,0,4,1,4,3,4,3,9.9060051316375
1837,45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1838,Male,2,Healthcare Representative,Divorced,20880,4,15,3,18,2,5,0,2,4,1,3,3,3,7.775298973672222
1838,32,No,Travel_Rarely,Sales,10,3,Marketing,1839,Female,1,Human Resources,Married,30720,5,12,0,9,4,5,1,3,3,3,2,1,3,6.420800981704445
1839,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1840,Male,2,Laboratory Technician,Married,50060,3,16,1,31,2,9,0,0,3,4,3,3,3,7.19817826863
1840,37,No,Travel_Rarely,Sales,24,2,Life Sciences,1841,Female,4,Laboratory Technician,Divorced,42570,4,15,0,9,2,1,0,0,4,3,3,3,3,5.931371039714167
1841,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1842,Female,1,Healthcare Representative,Divorced,25000,1,16,2,6,3,5,0,4,2,4,3,3,3,6.138780678268612
1842,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1843,Male,1,Sales Representative,Married,11020,6,19,0,4,3,2,2,2,4,4,1,2,3,5.874872824631667
1843,44,No,Travel_Rarely,Research & Development,22,3,Medical,1844,Female,1,Laboratory Technician,Married,104530,2,11,1,10,2,3,0,2,1,4,2,3,3,10.903669120928056
1844,42,No,Travel_Frequently,Sales,13,4,Life Sciences,1845,Female,2,Laboratory Technician,Single,22880,5,16,1,8,4,2,2,2,2,4,3,2,3,7.8123627844711105
1845,36,No,Travel_Rarely,Research & Development,14,3,Other,1846,Male,2,Research Scientist,Married,39290,0,24,0,6,6,5,0,3,1,1,3,2,4,7.116540606871666
1846,25,No,Travel_Rarely,Sales,11,3,Life Sciences,1847,Female,1,Laboratory Technician,Married,23110,1,11,1,5,2,5,0,3,3,1,3,3,3,9.853332217759721
1847,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1848,Female,1,Healthcare Representative,Married,31400,1,13,1,17,2,17,5,15,4,3,3,2,3,8.1786099955375
1848,35,Yes,Travel_Frequently,Sales,8,2,Marketing,1849,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,10,7,8,4,2,3,4,3,9.534225792056944
1849,32,No,Non-Travel,Research & Development,21,3,Life Sciences,1850,Male,1,Sales Executive,Divorced,44500,0,13,0,4,3,3,0,2,4,4,3,3,3,7.200829986613056
1850,25,No,Travel_Rarely,Sales,5,3,Marketing,1851,Female,4,Research Scientist,Married,27560,1,12,2,5,2,5,0,3,3,1,4,3,3,7.344911869700833
1851,49,No,Travel_Rarely,Sales,9,3,Technical Degree,1852,Female,2,Sales Representative,Married,190330,2,18,1,7,5,4,0,2,3,1,3,3,3,7.124975457384999
1852,24,No,Non-Travel,Research & Development,2,5,Technical Degree,1853,Male,2,Healthcare Representative,Married,187220,0,22,1,6,3,5,3,4,1,4,2,3,4,7.165268853190278
1853,32,No,Travel_Frequently,Research & Development,12,5,Medical,1854,Male,1,Research Scientist,Married,95470,1,13,1,10,3,10,5,3,2,2,3,2,3,6.490570058009722
1854,38,No,Travel_Rarely,Sales,22,2,Medical,1855,Male,1,Sales Executive,Married,137340,0,13,0,3,3,2,1,2,2,2,3,4,3,6.742812360553056
1855,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1856,Female,2,Research Scientist,Married,199990,2,23,1,17,6,5,1,3,3,4,2,3,4,9.136895359214444
1856,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1857,Female,3,Sales Executive,Married,22790,3,12,1,8,3,6,0,2,4,4,3,3,3,9.326652164212222
1857,29,Yes,Travel_Rarely,Sales,3,3,Marketing,1858,Male,3,Laboratory Technician,Divorced,59160,6,12,0,5,2,3,0,2,2,3,3,3,3,9.294872824631666
1858,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1859,Male,1,Sales Representative,Married,20890,5,16,0,28,2,2,2,2,1,4,3,2,3,5.8204038375725
1859,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1860,Male,3,Healthcare Representative,Married,167920,3,12,1,16,3,13,4,8,4,2,3,4,3,6.919458946898612
1860,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1861,Female,3,Human Resources,Married,35640,5,11,0,10,1,5,0,0,3,4,3,1,3,7.193168228469167
1861,53,No,Travel_Rarely,Research & Development,1,1,Medical,1862,Male,1,Sales Executive,Single,44250,6,22,1,33,2,12,3,8,4,4,3,4,4,6.4804038375725
1862,43,No,Travel_Frequently,Research & Development,1,3,Medical,1863,Male,1,Laboratory Technician,Married,52650,4,11,1,12,4,5,2,2,4,4,2,3,3,7.089103078982499
1863,47,No,Travel_Rarely,Sales,15,4,Marketing,1864,Female,3,Research Director,Married,65530,0,15,0,8,2,7,7,7,3,4,3,3,3,9.904859437750833
1864,37,No,Non-Travel,Research & Development,1,5,Medical,1865,Female,2,Research Scientist,Single,62610,1,12,0,10,1,10,0,9,1,2,3,3,3,7.9432954038375
1865,50,No,Non-Travel,Research & Development,17,3,Medical,1866,Female,1,Laboratory Technician,Divorced,42980,1,20,1,31,6,31,14,7,1,1,3,3,4,5.976567380633611
1866,39,No,Travel_Rarely,Research & Development,1,3,Other,1867,Female,3,Human Resources,Married,68040,8,14,1,13,3,5,0,4,4,4,3,2,3,6.593978134761111
1867,33,No,Travel_Rarely,Sales,7,3,Life Sciences,1868,Male,2,Manufacturing Director,Divorced,38150,3,11,1,7,3,4,0,3,4,2,4,3,3,9.123844265952501
1868,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1869,Female,1,Laboratory Technician,Single,27410,1,15,1,1,5,1,0,1,1,4,1,2,3,9.356103302097221
1869,29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1870,Female,4,Healthcare Representative,Divorced,66730,6,12,1,8,2,4,0,3,1,4,3,4,3,6.2413163766175
1870,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1871,Male,2,Manufacturing Director,Married,76390,1,14,0,8,6,8,7,1,2,1,3,3,3,9.146325301204723
1871,28,No,Travel_Rarely,Sales,24,5,Life Sciences,1872,Female,1,Research Scientist,Single,23280,1,11,2,4,3,4,0,2,1,4,3,3,3,5.964618473895555
1872,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1873,Male,1,Sales Executive,Divorced,21530,9,11,0,3,3,1,0,0,4,4,2,3,3,10.08156291834
1873,43,No,Travel_Rarely,Sales,7,4,Marketing,1874,Male,2,Sales Executive,Divorced,48760,4,16,2,4,4,1,0,0,1,2,4,3,3,6.3651026327530555
1874,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1875,Male,2,Sales Executive,Single,93960,1,12,0,2,6,2,0,2,3,3,2,1,3,6.929782463185834
1875,21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1876,Male,2,Sales Executive,Single,104000,1,13,1,1,2,1,0,0,4,4,2,3,3,7.291195894689722
1876,36,No,Travel_Rarely,Research & Development,26,4,Medical,1877,Male,1,Laboratory Technician,Married,84740,0,14,0,17,3,16,4,11,3,4,2,3,3,9.572527889335
1877,47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1878,Male,2,Manufacturing Director,Single,99810,1,21,1,3,3,3,1,2,4,4,2,3,4,8.344458946898612
1878,22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1879,Female,1,Laboratory Technician,Married,124900,0,13,0,4,3,3,0,2,2,3,4,3,3,9.420705042391667
1879,41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1880,Female,2,Sales Executive,Divorced,26570,4,11,0,10,3,7,1,0,2,4,2,4,3,9.777105087014723
1880,28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1881,Female,3,Manager,Divorced,135910,5,20,1,6,2,2,2,2,3,3,3,3,4,7.5263688085675
1881,39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1882,Female,4,Human Resources,Married,66960,7,11,0,8,3,2,2,2,4,1,1,3,3,10.3487394020525
1882,27,No,Travel_Rarely,Research & Development,1,3,Medical,1883,Male,1,Research Scientist,Single,20580,1,14,1,1,5,1,0,0,2,3,3,3,3,7.049634091923055
1883,34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1884,Male,2,Human Resources,Divorced,88650,1,11,1,1,0,1,1,0,2,2,3,3,3,7.164177822400556
1884,42,No,Travel_Rarely,Sales,11,1,Technical Degree,1885,Male,2,Human Resources,Single,59400,7,16,0,10,2,5,0,3,3,3,3,2,3,6.350194109772222
1885,33,No,Travel_Rarely,Sales,2,3,Marketing,1886,Female,1,Sales Executive,Single,59140,3,16,1,6,4,3,0,2,3,1,3,3,3,10.275272199910557
1886,58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1887,Male,1,Research Scientist,Divorced,26220,2,23,0,24,3,6,0,4,3,2,3,3,4,7.778037706380833
1887,31,No,Travel_Rarely,Sales,1,3,Life Sciences,1888,Female,1,Sales Representative,Married,121850,3,14,0,13,2,7,5,2,2,3,4,3,3,5.6763409192322225
1888,35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1889,Male,3,Healthcare Representative,Married,106090,1,22,0,10,3,10,0,7,4,4,1,3,4,10.268588799642778
1889,49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1890,Female,2,Sales Executive,Married,43450,4,15,0,29,3,26,1,7,1,2,2,2,3,6.4275435073627785
1890,48,No,Travel_Rarely,Research & Development,1,4,Medical,1891,Male,1,Research Scientist,Married,21770,4,18,0,13,4,0,0,0,4,3,2,3,3,6.268158188308611
1891,31,No,Non-Travel,Research & Development,1,2,Technical Degree,1892,Female,2,Sales Executive,Married,27930,1,16,0,9,4,9,0,0,4,3,2,3,3,6.771792726461388
1892,36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1893,Male,1,Sales Executive,Single,79180,2,12,2,8,3,6,0,1,2,4,3,2,3,6.203937974118611
1893,38,No,Travel_Rarely,Sales,6,3,Other,1894,Male,2,Sales Executive,Married,87890,1,11,3,15,4,15,5,11,4,1,3,3,3,6.758566488174722
1894,32,No,Non-Travel,Sales,18,3,Marketing,1895,Male,1,Laboratory Technician,Married,23890,6,12,1,5,4,3,0,2,3,2,3,2,3,6.900551093261667
1895,25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1896,Male,1,Sales Executive,Married,32120,1,15,1,1,3,1,0,0,3,2,3,2,3,8.236796073181388
1896,40,No,Travel_Rarely,Research & Development,1,4,Medical,1897,Male,2,Research Scientist,Divorced,192320,2,14,1,11,3,1,0,0,1,2,2,3,3,5.677552431950001
1897,26,No,Travel_Frequently,Sales,11,3,Marketing,1898,Male,2,Healthcare Representative,Single,22670,1,19,3,7,2,7,0,7,3,1,3,2,3,7.189618473895556
1898,41,No,Travel_Rarely,Research & Development,1,4,Medical,1899,Male,1,Research Scientist,Single,195170,2,13,0,20,5,18,2,17,4,1,3,3,3,9.951400044622778
1899,36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1900,Female,2,Healthcare Representative,Single,24360,4,13,0,16,3,11,3,9,3,3,3,1,3,6.5325959393127775
1900,19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1901,Male,2,Research Scientist,Single,160640,1,15,1,1,3,1,0,0,4,2,4,3,3,10.050090361445557
1901,20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1902,Female,3,Laboratory Technician,Single,27070,1,11,0,1,2,1,0,0,1,1,3,3,3,5.731233824185556
1902,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1903,Male,4,Research Director,Married,190680,0,12,0,10,1,9,8,5,4,4,1,3,3,7.812166443551944
1903,40,No,Travel_Frequently,Sales,1,3,Marketing,1904,Male,1,Research Scientist,Divorced,39310,8,19,0,3,2,1,0,0,4,2,3,2,3,7.665116019633889
1904,32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1905,Male,4,Laboratory Technician,Married,37300,1,25,1,8,4,8,6,3,3,1,4,3,4,7.536509370816389
1905,36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1906,Male,3,Sales Executive,Married,22320,1,12,1,16,2,16,3,7,3,4,3,3,3,9.444146586345278
1906,33,No,Travel_Rarely,Research & Development,1,4,Medical,1907,Female,4,Manufacturing Director,Single,44650,0,13,0,6,3,5,1,4,2,4,3,3,3,5.807373940205
1907,37,Yes,Travel_Rarely,Sales,10,4,Marketing,1908,Female,3,Human Resources,Married,30720,5,14,0,17,3,14,11,7,1,3,1,2,3,5.723318830878889
1908,45,No,Non-Travel,Research & Development,8,1,Life Sciences,1909,Male,2,Sales Executive,Married,33190,1,12,1,9,3,9,0,8,3,2,2,3,3,6.0387237840247225
1909,29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1910,Male,1,Sales Representative,Married,192020,1,12,0,3,5,3,0,2,3,4,3,3,3,7.516054216867222
1910,35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1911,Male,3,Laboratory Technician,Married,136750,1,15,3,5,5,5,1,0,3,3,3,2,3,5.899788041053055
1911,52,No,Travel_Rarely,Research & Development,5,4,Other,1912,Male,1,Laboratory Technician,Married,29110,2,17,2,26,3,9,7,8,4,4,3,3,3,6.8818172690761115
1912,58,Yes,Travel_Rarely,Sales,9,2,Medical,1913,Female,4,Sales Executive,Single,59570,4,14,1,7,2,1,0,0,4,3,3,1,3,7.3425937081658335
1913,53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1914,Male,1,Manager,Divorced,39200,6,16,1,22,3,17,15,2,3,3,4,3,3,5.9845470771975
1914,30,No,Travel_Rarely,Sales,3,4,Marketing,1915,Male,1,Sales Executive,Divorced,64340,5,14,1,10,3,8,7,7,3,3,4,2,3,7.785269968763889
1915,38,No,Non-Travel,Sales,4,3,Life Sciences,1916,Male,2,Research Director,Single,100480,1,23,1,6,2,5,1,3,3,4,3,3,4,7.847051539491111
1916,35,No,Travel_Rarely,Sales,1,2,Life Sciences,1917,Female,2,Healthcare Representative,Divorced,109380,6,14,2,12,2,10,0,8,4,4,3,1,3,6.646825078089999
1917,39,No,Travel_Rarely,Sales,1,1,Marketing,1918,Male,2,Research Scientist,Single,23400,0,11,1,9,2,8,0,7,1,3,3,2,3,6.131430165104722
1918,40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1919,Male,1,Human Resources,Single,65450,4,15,0,22,2,1,0,0,2,2,2,3,3,8.810211958946667
1919,47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1920,Male,3,Sales Executive,Divorced,69310,1,11,0,20,3,19,2,7,3,3,4,3,3,9.706025211958888
1920,36,No,Non-Travel,Sales,28,1,Life Sciences,1921,Male,2,Research Scientist,Divorced,48980,4,13,1,12,3,7,0,7,1,4,3,3,3,6.573231816153333
1921,31,Yes,Non-Travel,Research & Development,28,4,Medical,1922,Male,2,Research Scientist,Single,25930,0,21,0,4,2,3,1,2,3,1,3,3,4,7.769093038821945
1922,33,No,Non-Travel,Sales,15,3,Other,1923,Male,4,Research Director,Single,194360,1,19,2,10,4,10,6,0,4,3,3,3,3,7.373640116019444
1923,29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1924,Male,1,Sales Executive,Single,27230,6,11,1,3,2,0,0,0,4,1,3,2,3,10.174724453368889
1924,33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1925,Male,2,Laboratory Technician,Single,34790,3,12,0,5,3,3,0,2,2,4,3,3,3,6.9729953145916665
1925,45,No,Travel_Rarely,Research & Development,26,1,Medical,1926,Female,3,Healthcare Representative,Divorced,27940,3,19,1,8,2,5,0,2,4,4,3,3,3,6.380429495760555
1926,50,No,Travel_Rarely,Sales,10,1,Life Sciences,1927,Female,1,Manufacturing Director,Divorced,52490,9,21,2,32,2,5,1,3,4,4,2,2,4,6.949890673806111
1927,33,No,Travel_Frequently,Sales,1,3,Marketing,1928,Male,2,Human Resources,Married,21760,1,14,1,6,2,6,1,2,3,2,3,2,3,8.722841365461667
1928,41,No,Travel_Frequently,Sales,11,3,Other,1929,Male,1,Laboratory Technician,Divorced,168720,2,15,1,21,2,18,0,11,1,3,4,3,3,7.256364346273889
1929,27,No,Travel_Rarely,Research & Development,20,4,Other,1930,Male,2,Manufacturing Director,Married,34850,9,17,2,4,2,2,2,2,3,2,3,3,3,6.950257697456389
1930,45,No,Non-Travel,Sales,2,3,Medical,1931,Female,1,Sales Executive,Married,66440,1,12,0,9,3,9,0,8,4,1,3,4,3,8.516719098616667
1931,47,No,Travel_Rarely,Sales,18,4,Medical,1932,Female,2,Research Scientist,Single,55820,1,16,0,9,3,9,0,7,4,4,3,3,3,7.7259448906736115
1932,30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1933,Male,2,Healthcare Representative,Married,40000,4,12,0,7,5,5,0,1,1,3,3,2,3,9.773067826862778
1933,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1934,Female,2,Sales Executive,Married,134960,3,18,1,22,3,12,1,5,4,3,3,3,3,9.22570169567139
1934,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1935,Male,1,Manufacturing Director,Married,32100,0,17,2,3,5,2,0,2,3,3,2,2,3,7.141634315037778
1935,46,No,Travel_Rarely,Research & Development,28,3,Medical,1936,Female,3,Human Resources,Divorced,190450,6,11,3,13,2,8,0,7,4,3,3,3,3,6.771051985720556
1936,24,No,Travel_Rarely,Sales,28,3,Life Sciences,1937,Female,1,Healthcare Representative,Divorced,118490,1,16,1,5,3,4,3,2,4,3,3,3,3,6.236465863453611
1937,35,Yes,Travel_Rarely,Sales,24,3,Medical,1938,Male,3,Healthcare Representative,Divorced,20700,1,13,3,5,1,4,0,2,3,2,1,2,3,9.218939089691945
1938,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1939,Male,2,Sales Executive,Married,65020,1,12,0,4,3,4,0,3,3,1,3,3,3,5.970400490852223
1939,18,No,Non-Travel,Sales,5,4,Other,1940,Male,2,Manager,Single,32300,1,12,1,0,3,0,0,0,2,4,3,3,3,5.788684738955555
1940,54,No,Travel_Rarely,Sales,23,3,Medical,1941,Female,1,Laboratory Technician,Married,136030,8,13,1,22,2,10,0,8,3,3,3,3,3,6.3086958946897225
1941,35,No,Travel_Rarely,Research & Development,6,4,Medical,1942,Female,1,Manufacturing Director,Divorced,119960,1,19,2,16,3,16,10,1,3,3,2,3,3,9.251898705934723
1942,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1943,Female,5,Healthcare Representative,Married,56050,0,12,1,9,0,8,1,7,2,1,2,2,3,9.895960508701389
1943,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1944,Female,2,Research Scientist,Single,63970,1,17,1,1,3,1,0,0,4,1,3,3,3,7.643934627398333
1944,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1945,Male,1,Sales Executive,Single,191440,0,11,0,4,3,3,1,2,2,2,3,3,3,7.3814457831324995
1945,26,No,Travel_Rarely,Sales,1,3,Marketing,1946,Female,2,Research Scientist,Married,175840,1,20,0,8,2,8,1,3,4,4,3,3,4,7.429529228023056
1946,22,No,Travel_Rarely,Research & Development,8,3,Other,1947,Male,2,Sales Representative,Married,49070,1,21,1,4,2,4,1,1,2,1,2,3,4,6.803904506916389
1947,48,No,Travel_Rarely,Human Resources,2,4,Medical,1948,Male,2,Sales Executive,Single,45540,2,11,2,19,3,2,2,2,1,3,3,3,3,7.567716421240277
1948,48,No,Travel_Rarely,Sales,3,3,Medical,1949,Male,1,Research Director,Single,54150,7,11,1,27,1,15,4,8,3,3,3,3,3,6.005153949129722
1949,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1950,Male,2,Research Scientist,Single,47410,6,16,0,8,3,2,2,1,4,3,3,3,3,6.773713743864167
1950,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1951,Male,3,Human Resources,Married,21150,1,18,0,21,3,21,11,8,4,4,3,4,3,6.981834002677222
1951,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1952,Male,2,Human Resources,Married,31610,0,13,2,4,0,3,2,2,1,4,3,3,3,7.0349676483711105
1952,35,No,Travel_Rarely,Sales,24,3,Medical,1953,Male,5,Sales Executive,Divorced,57450,1,17,3,3,4,3,1,2,2,4,2,3,3,6.487501115573333
1953,42,No,Travel_Rarely,Research & Development,23,4,Other,1954,Male,1,Research Scientist,Married,23730,6,14,1,21,3,1,0,0,4,3,3,4,3,7.493730477465278
1954,50,No,Travel_Rarely,Sales,27,3,Medical,1955,Male,2,Sales Executive,Married,33100,4,22,1,8,3,1,0,0,1,4,3,4,4,5.710493083444723
1955,59,No,Travel_Rarely,Research & Development,16,4,Medical,1956,Female,5,Laboratory Technician,Single,186650,3,12,0,30,3,5,4,3,3,4,3,2,3,9.911811691209166
1956,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1957,Male,2,Laboratory Technician,Married,44850,5,11,1,15,2,1,0,0,1,2,1,4,3,6.382029228023055
1957,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1958,Female,2,Sales Executive,Married,27890,3,13,1,17,2,8,6,7,3,2,3,2,3,8.380700580098056
1958,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1959,Male,2,Research Scientist,Divorced,58280,1,13,0,21,0,21,5,10,2,3,3,3,3,5.909099732262223
1959,38,No,Travel_Rarely,Research & Development,24,2,Other,1960,Female,1,Laboratory Technician,Single,23260,8,14,0,19,3,1,0,0,2,4,3,4,3,8.159860553324167
1960,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1961,Female,1,Manufacturing Director,Single,135250,8,17,1,7,4,2,2,2,2,1,3,2,3,7.216710174029444
1961,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1962,Female,4,Human Resources,Married,14200,1,13,1,33,2,32,6,9,1,4,3,4,3,5.800312360553056
1962,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1963,Female,1,Healthcare Representative,Married,80200,3,11,1,23,2,12,11,11,4,4,3,3,3,10.246797188755
1963,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1964,Male,1,Laboratory Technician,Married,36880,0,11,0,19,3,18,0,13,4,3,3,2,3,5.9837304774652775
1964,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1965,Male,4,Sales Executive,Single,54820,1,18,0,18,3,17,15,14,3,1,3,3,3,7.466047523426945
1965,39,No,Travel_Frequently,Sales,11,3,Marketing,1966,Male,1,Sales Executive,Single,160150,1,11,0,21,3,21,2,8,4,1,3,4,3,10.080995091476945
1966,33,No,Non-Travel,Sales,9,2,Technical Degree,1967,Male,5,Sales Representative,Single,12000,0,11,1,3,3,2,2,2,2,4,2,3,3,7.1224743418116665
1967,45,No,Travel_Rarely,Research & Development,7,2,Other,1968,Male,1,Human Resources,Married,56610,3,12,0,26,2,9,1,1,4,4,4,2,3,7.0466030789825
1968,32,No,Non-Travel,Research & Development,15,3,Medical,1969,Male,2,Manager,Single,69290,9,20,0,10,6,8,7,7,4,3,3,1,4,6.793915662650555
1969,34,No,Travel_Rarely,Sales,6,4,Marketing,1970,Male,2,Research Director,Divorced,96130,0,12,1,16,5,15,0,9,2,4,2,2,3,6.637930611334166
1970,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1971,Male,2,Research Scientist,Married,56740,3,12,0,14,6,6,0,4,2,4,1,3,3,7.906682284694167
1971,45,No,Travel_Rarely,Research & Development,16,1,Medical,1972,Male,2,Sales Executive,Single,54840,1,20,3,6,6,6,0,4,2,2,3,3,4,6.544084114234444
1972,53,No,Travel_Frequently,Sales,8,2,Medical,1973,Male,2,Research Scientist,Married,120610,2,20,1,30,2,15,6,12,3,2,3,4,4,7.207096162427223
1973,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1974,Female,1,Research Scientist,Divorced,56600,7,12,0,9,3,1,0,0,1,3,2,3,3,5.594145470771944
1974,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1975,Male,2,Research Scientist,Married,48210,6,14,2,6,2,3,1,2,1,1,3,3,3,7.966096608656667
1975,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1976,Male,1,Sales Representative,Married,64100,1,13,1,1,5,1,0,0,3,3,3,2,3,9.083039937527777
1976,28,No,Travel_Rarely,Research & Development,10,3,Other,1977,Male,2,Sales Representative,Married,52100,1,15,0,1,1,1,0,0,4,2,3,4,3,7.61552097278
1977,38,No,Travel_Frequently,Sales,9,4,Medical,1978,Male,2,Research Scientist,Married,26950,3,14,1,8,4,2,2,2,3,3,3,1,3,7.298472780008889
1978,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1979,Male,1,Sales Executive,Married,118780,2,13,1,29,2,8,7,7,2,3,2,3,3,9.48016845158389
1979,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1980,Male,1,Laboratory Technician,Single,170680,3,23,0,8,6,4,0,1,4,2,2,3,4,6.750593485051111
1980,40,No,Travel_Rarely,Human Resources,2,3,Medical,1981,Male,5,Sales Executive,Married,24550,1,15,1,8,2,7,7,5,3,1,2,3,3,5.516028558678889
1981,26,No,Travel_Frequently,Research & Development,3,3,Medical,1982,Male,2,Laboratory Technician,Divorced,139640,1,11,2,5,1,5,1,3,1,3,3,2,3,7.3337672913875
1982,46,No,Travel_Rarely,Research & Development,2,1,Medical,1983,Female,3,Research Scientist,Divorced,49410,9,13,2,23,2,2,2,2,4,4,3,2,3,7.148515171798056
1983,54,No,Travel_Rarely,Research & Development,5,3,Medical,1984,Female,2,Manufacturing Director,Married,24780,6,11,0,13,0,9,7,0,3,3,3,3,3,7.048322177599166
1984,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1985,Female,2,Manufacturing Director,Married,52280,2,11,0,18,4,5,0,3,1,3,3,3,3,6.574325078089999
1985,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1986,Female,2,Human Resources,Single,44780,0,18,1,15,3,14,7,8,4,4,2,3,3,6.190346943328612
1986,55,No,Non-Travel,Research & Development,2,3,Medical,1987,Female,2,Manager,Single,75470,7,16,0,31,2,9,6,2,3,1,4,2,3,5.908227353859723
1987,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1988,Male,3,Research Scientist,Divorced,50550,5,22,0,18,2,1,0,0,3,4,3,2,4,7.5039602855866665
1988,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1989,Male,3,Sales Executive,Single,34640,1,20,0,2,3,2,0,2,4,4,3,2,4,8.581112226684445
1989,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1990,Male,1,Manager,Single,57750,1,18,0,1,2,1,1,0,3,1,2,3,3,6.218198348951111
1990,46,No,Travel_Rarely,Sales,12,3,Marketing,1991,Female,3,Healthcare Representative,Divorced,89430,8,12,1,19,6,16,1,7,4,1,3,3,3,10.706489290495277
1991,51,Yes,Travel_Rarely,Sales,23,3,Medical,1992,Female,2,Research Scientist,Married,192720,9,20,0,18,2,10,2,7,1,3,4,3,4,8.127032574743334
