,department_Human Resources,department_Research & Development,department_Sales,educationfield_Human Resources,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Female,gender_Male,jobrole_Healthcare Representative,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Divorced,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
2087,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,1,3,4,4,3,1.0,30,9,40890,0,18,10,2,9,6,7,6.0182184292725,0
2088,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,4,3,3,2,3,1.0,36,1,166270,3,12,10,5,7,1,7,6.253131414546944,0
2089,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,4,4,1,2,3,1.0,46,4,26190,6,12,10,3,7,5,7,7.489895136099722,0
2090,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,5,0,3,3,4,2,3,0.0,28,1,56790,0,13,10,2,9,7,5,7.503210620258611,0
2091,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,4,3,1,2,4,1.0,50,20,154020,4,21,25,3,3,1,2,9.979796965640277,0
2092,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,4,3,2,2,3,1.0,40,8,59850,2,13,9,1,5,1,0,9.128227353859723,1
2093,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,3,3,1.0,52,3,25790,9,19,10,1,8,7,7,9.816876394466666,1
2094,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,1,2,3,1,2,3,1.0,30,6,30410,1,11,9,2,9,0,8,9.653927933957778,0
2095,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,3,3,3,1.0,39,26,34470,0,14,9,5,8,1,7,5.8801204819275,0
2096,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,4,2,3,2,3,0.0,31,1,195130,1,12,10,1,10,9,6,9.614206827309166,0
2097,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,3,3,2,3,3,0.0,41,6,27730,1,11,19,3,19,11,9,7.670272199910555,0
2098,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,4,4,2,3,3,2.0,31,3,71040,1,14,3,3,3,2,2,8.402130745202777,1
2099,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,1,4,1,3,3,1.0,44,5,63220,4,11,10,2,3,1,2,5.736896474787778,1
2100,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,3,2,3,2,3,0.0,42,4,20830,0,12,21,3,20,2,10,9.593167112895834,0
2101,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,2,1,4,3,3,3,3,1.0,55,11,83810,4,15,23,3,19,9,11,6.150181838464722,0
2102,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,4,3,2,3,3,1.0,56,3,26910,6,16,36,6,7,7,7,7.738527443105555,0
2103,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3,3,3,3,3,0.0,40,1,42860,9,15,6,6,4,0,0,6.8365718429272215,0
2104,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,3,4,2,4,3,4,1.0,34,3,26590,0,24,10,2,9,1,6,7.0311278447119445,0
2105,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,3,3,4,2,3,1.0,40,4,94340,1,13,9,3,9,8,8,5.781880856760278,0
2106,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,3,3,1,2,3,2.0,41,1,55610,0,11,10,2,9,1,7,7.258201695671389,0
2107,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,3,3,3,2,3,2.0,35,1,66460,1,13,9,2,9,1,1,9.431834002677222,0
2108,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,4,1,3,3,2,3,3,1.0,51,18,77250,1,13,33,2,33,0,10,9.213722668451387,0
2109,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,2,3,1,2,3,1.0,38,2,107250,3,18,11,5,7,1,7,6.242110664881666,0
2110,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,3,4,1,4,3,1.0,34,4,88470,1,16,10,3,10,9,6,7.059258143685833,0
2111,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,0,4,2,4,3,3,1.0,25,6,20450,3,19,7,3,3,1,2,5.684096385541944,0
2112,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,2,2,3,2,1,4,3,1.0,58,1,10090,7,13,31,3,10,5,9,8.011560687193056,1
2113,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,2,3,2,1,4,1.0,40,14,33480,3,22,7,2,4,0,3,5.797856983489444,0
2114,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,2,1,3,3,2.0,36,16,12810,2,11,17,2,15,6,13,5.817792280231944,0
2115,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,4,3,4,2,4,1.0,48,2,28190,1,20,11,2,10,0,8,7.016797188755,0
2116,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,3,3,4,3,3,1.0,27,2,48510,8,18,5,2,1,0,0,6.926405622489723,0
2117,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,4,2,2,3,3,1.0,51,4,40280,3,14,29,3,5,0,3,6.832400713966944,0
2118,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,1,4,4,4,3,4,0.0,18,1,27200,1,22,0,2,0,0,0,7.714944221329723,0
2119,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,0,4,3,4,2,3,1.0,35,1,81200,0,13,10,2,9,0,0,6.632546854082778,0
2120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,4,3,4,4,3,2.0,27,26,46470,3,17,8,3,6,0,0,6.909283801873889,0
2121,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2,3,4,3,1.0,55,19,46800,6,14,24,0,19,3,8,8.473469433288612,1
2122,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,4,3,2,3,3,1.0,56,24,32210,4,15,33,2,19,15,9,10.213510709504444,0
2123,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,3,3,3,3,0.0,34,1,86210,1,17,5,1,5,0,0,6.097379518072222,0
2124,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,2,3,3,2,3,1.0,40,3,45770,5,11,15,3,12,11,8,6.219141008478333,0
2125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,2,3,3,4,3,1.0,34,5,45530,4,18,10,2,8,7,7,6.744602855867778,0
2126,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,3,4,4,1,3,2.0,31,2,53960,7,17,3,2,1,0,0,7.488596608656667,1
2127,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,4,2,3,3,3,2.0,35,1,67960,0,13,5,2,4,3,2,8.8541800535475,1
2128,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,4,3,3,2,3,2.0,38,7,76250,1,15,4,2,4,0,3,6.1454038375725,0
2129,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,3,4,4,3,4,1.0,34,10,74120,1,24,14,4,14,4,11,7.65266845158389,0
2130,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,3,1,3,3,1.0,28,2,111590,1,12,5,2,5,0,4,6.521971218206111,0
2131,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,4,2,3,2,3,1.0,31,15,49600,1,15,10,3,10,6,7,10.186752565818612,1
2132,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,4,4,3,3,1.0,39,17,104750,3,11,8,3,5,1,4,9.617794511378612,0
2133,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,2,3,2,2,3,2.0,51,20,148140,2,11,14,2,4,3,2,6.933509593931111,0
2134,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,4,1,4,2,4,3,3,2.0,41,1,191410,3,12,12,2,6,3,3,10.240874609549167,0
2135,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,3,3,4,3,1.0,37,2,54050,7,15,8,3,6,1,3,9.848253012048056,0
2136,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,2,4,4,3,3,2.0,33,2,87930,6,17,8,2,5,1,2,7.30958389112,0
2137,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,5,1,3,2,2,3,3,1.0,32,1,191890,0,12,4,3,3,1,2,10.312356091030557,0
2138,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,3,3,3,3,3,0.0,39,29,38750,3,15,13,3,6,0,5,6.250324631860556,0
2139,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,1,3,1,2,3,2,3,1.0,25,7,22160,2,13,6,2,3,1,2,6.774570504239167,0
2140,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,4,2,3,3,3,2.0,52,2,117130,2,14,24,2,5,0,2,8.611816153502778,0
2141,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,1,1,3,3,3,1.0,43,2,78610,1,14,20,1,20,1,8,9.103285363676667,0
2142,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,1,2,4,3,4,3,3,1.0,27,2,37080,1,16,6,2,6,4,4,10.066420124944168,0
2143,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,4,3,3,4,3,1.0,27,2,137700,1,18,8,3,8,7,7,9.241253904506666,1
2144,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,1,3,4,3,4,1.0,26,2,53040,0,20,5,2,4,1,1,5.8660263275322215,0
2145,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,3,3,1,3,3,1.0,42,23,26420,0,13,21,3,20,0,9,5.637257920571111,0
2146,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,1,1,3,3,1.0,52,5,27590,9,18,12,6,5,0,4,6.271755912538889,0
2147,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,2,1,1,3,3,3,3,1.0,37,20,68040,4,13,8,1,3,0,2,6.808343373493889,0
2148,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,3,3,4,3,3,2.0,35,6,61420,2,15,10,2,2,2,2,7.295871262828888,0
2149,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,2,2,1,2,4,1,3,1.0,25,1,25000,4,14,7,2,3,0,2,7.835346943328611,0
2150,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,3,3,1,2,4,1.0,26,29,63890,0,22,8,2,7,0,7,6.634693217313611,0
2151,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,2,1,2,3,1.0,29,9,111030,1,12,10,5,10,0,9,5.683418116911945,0
2152,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,3,1,3,3,2.0,49,6,23420,3,18,20,2,4,1,3,6.908168228469167,1
2153,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,3,3,4,3,3,2.0,29,3,68110,0,15,9,2,8,7,7,8.267090584560279,1
2154,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,4,2,4,2,3,1.0,54,1,22970,6,18,29,2,20,12,7,6.023114680945834,0
2155,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,4,3,1,3,3,1.0,58,22,24500,3,12,32,2,9,1,5,10.017597054886112,0
2156,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,1,2,4,4,3,3,1.0,55,7,50930,2,16,31,3,7,0,0,7.073353413654444,0
2157,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,1,3,2,3,3,1.0,36,1,53090,3,13,15,5,5,0,1,9.285539937527778,0
2158,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,2,3,3,3,3,2.0,31,4,30570,1,19,1,3,1,0,0,6.952655064703055,1
2159,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,4,3,1,3,3,1.0,30,3,51210,7,13,8,4,3,0,2,7.100759705488611,0
2160,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,3,2,3,3,1.0,31,1,168560,3,12,9,3,3,1,0,6.949188978134722,0
2161,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,4,3,1,4,3,2.0,34,2,26860,5,11,10,3,4,1,3,7.44052097278,0
2162,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,4,2,1,3,1.0,31,20,61800,1,14,1,2,1,0,0,7.8735575635875,1
2163,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,4,0,2,4,1,3,3,1.0,27,11,66320,0,16,6,3,5,1,4,7.06942213297611,0
2164,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2,1,2,4,2,3,1.0,36,1,35050,1,12,10,2,10,1,8,5.735748549754445,0
2165,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,1,3,2,1,3,3,1.0,36,24,63970,4,14,11,3,3,0,2,7.079434404283611,0
2166,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,2,1,2,4,3,3,1.0,47,23,62740,7,14,17,0,6,1,2,7.4471999107538895,0
2167,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,1,3,1,2,3,1.0,25,16,198590,3,19,6,3,3,2,2,6.6439658634536105,1
2168,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,3,1,3,3,4,0.0,37,8,75870,0,22,7,5,6,1,3,7.3498136992413885,0
2169,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,1,4,1,3,3,1.0,56,10,42580,2,16,5,2,3,1,0,6.076161311914166,0
2170,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,1,4,3,3,3,1.0,47,3,43640,3,11,26,3,20,5,6,5.908915662650556,0
2171,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4,3,3,3,3,1.0,24,5,43350,1,15,5,5,5,0,3,9.617732039268056,0
2172,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,4,2,4,3,3,1.0,32,4,53260,4,14,7,2,4,0,3,7.088198348951111,0
2173,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,4,2,2,3,3,1.0,34,9,32800,5,13,7,3,5,0,2,5.984557117358055,0
2174,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,2,2,2,3,3,3,1.0,41,26,54850,2,17,7,2,4,0,3,10.079506916555,0
2175,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,3,4,3,2,3,0.0,40,3,43420,3,11,11,6,8,0,7,6.033017626059722,0
2176,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,2,1,1,3,4,3,3,1.0,31,16,27820,1,19,13,5,13,9,9,6.161002900490834,0
2177,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,4,4,3,3,1.0,46,18,59800,4,11,28,2,7,4,3,6.174462293618889,1
2178,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,2,2,1,4,1,2,3,0.0,39,2,43810,2,15,11,1,1,0,0,9.160203034359444,1
2179,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,3,3,3,2,3,3,2.0,31,2,25720,1,13,10,3,10,4,7,6.6306950022311115,1
2180,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,3,1,3,3,1.0,45,10,38330,2,14,24,1,7,0,7,10.128761713520555,0
2181,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,3,0,4,3,2,3,3,1.0,31,16,42440,9,13,8,3,3,0,2,6.270796519410833,0
2182,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,2,1,4,3,4,2.0,31,7,65000,6,23,7,5,2,2,2,10.152815707273334,1
2183,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,2,4,4,3,3,1.0,45,1,184300,4,12,10,5,3,1,2,10.056658857652778,0
2184,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,3,3,1,3,3,1.0,48,24,16010,4,12,15,3,2,2,2,6.801278447121667,0
2185,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,1,1,3,3,3,3,1.0,34,7,26940,1,16,2,3,2,2,2,6.975721775992778,1
2186,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,4,3,2,2,3,0.0,40,25,31490,2,15,16,1,9,4,8,7.664451137884723,0
2187,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,4,3,1,3,3,1.0,28,1,176390,0,13,6,0,5,1,3,6.4092503346719445,0
2188,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,3,3,3,2,3,0.0,44,5,23190,3,18,7,4,5,0,3,6.113126952253333,0
2189,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,4,2,2,3,4,1.0,53,2,116910,4,20,35,2,9,8,8,6.319762382864722,0
2190,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,1,2,3,1,3,1.0,49,7,53240,2,19,20,2,3,1,2,6.541055332440833,0
2191,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,3,1,3,4,3,3,3,1.0,40,2,167520,2,18,8,3,3,1,2,5.986325301204722,0
2192,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,4,2,2,4,3,1.0,44,5,52280,1,13,6,2,5,1,3,6.4450769745647225,0
2193,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,3,4,3,1,3,3,2.0,33,10,27000,0,14,5,2,4,0,3,6.7592224453366665,0
2194,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,4,3,1,3,3,1.0,34,10,192460,3,15,15,5,13,3,12,6.708148148148056,0
2195,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,4,2,3,3,4,1.0,30,1,25060,8,22,4,3,2,2,2,5.684637438643334,0
2196,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,2,1,3,4,3,4,2.0,42,8,60620,1,22,12,2,12,5,8,7.0522858099061105,0
2197,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,5,2,1,2,3,3,3,2.0,44,5,43820,7,16,11,2,1,0,0,7.203818607764167,0
2198,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,3,2,3,3,3,0.0,30,8,21430,1,17,1,2,1,0,0,5.924933065595556,0
2199,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,2,2,3,2,3,1.0,57,2,61620,0,14,13,5,12,2,8,7.0851729138775,0
2200,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,3,3,2,3,3,1.0,49,7,50940,3,15,29,5,8,0,7,6.3247534582775,0
2201,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,2,2,1,3,4,2.0,34,2,68770,7,20,16,3,14,6,9,5.6869031682283335,0
2202,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,1,4,3,3,4,2.0,28,2,22740,3,20,5,5,3,1,2,6.258258589915,1
2203,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,5,3,1,1,2,3,3,2.0,29,28,44340,5,17,7,1,5,0,0,7.181759259259167,1
2204,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,4,2,3,3,1.0,34,7,62880,0,15,16,2,15,10,10,7.979164435519722,1
2205,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,1,4,3,3,2,3,1.0,35,7,25530,1,14,1,4,1,0,0,6.030360330209722,0
2206,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,2,2,1,2,3,2.0,24,3,76540,2,17,4,3,0,0,0,8.234447791164444,1
2207,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,4,3,2,1,3,0.0,24,10,51600,1,17,1,3,1,0,0,7.197952922802222,0
2208,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,2,3,2,4,2.0,44,5,171590,5,22,16,1,2,2,2,9.675976126728889,0
2209,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,3,3,3,3,3,1.0,29,10,128080,1,13,10,6,10,0,4,6.615657072735277,0
2210,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,3,1,3,4,3,3,3,1.0,30,1,102210,0,19,6,2,5,1,3,5.660257697456389,0
2211,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,1,3,2,3,4,1.0,33,7,37370,8,22,8,2,5,0,2,7.294959839357222,0
2212,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,3,2,3,2,3,1.0,47,8,23660,3,17,11,5,5,1,2,10.097321508255,0
2213,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,3,2,1,3,3,2.0,28,1,17060,7,12,8,3,0,0,0,7.099283801873889,1
2214,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,1,1,3,2,3,1.0,28,8,163070,1,16,1,3,1,0,0,5.790393797411666,0
2215,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,3,3,1,3,3,2.0,28,9,59330,0,11,5,3,4,1,3,6.640215305666944,0
2216,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,3,3,1,3,3,1.0,49,5,34240,4,11,10,3,3,1,2,5.918481704596111,0
2217,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,4,3,2,1,3,2.0,29,8,40370,0,14,4,2,3,0,2,6.545396028558611,0
2218,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,3,2,2,2,3,1.0,28,5,25590,1,11,8,3,8,1,7,5.8663431503791665,0
2219,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,3,4,3,3,2,3,1.0,33,15,62010,2,15,14,2,0,0,0,8.253817492190834,0
2220,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,3,4,4,2,4,1.0,32,7,44030,2,20,10,3,5,0,0,6.868564257028056,0
2221,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,4,0,2,3,4,2,3,2.0,54,10,37610,3,12,26,3,14,1,12,6.440800981704444,0
2222,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2,1,1,1,3,3,1.0,29,5,109340,6,17,11,2,9,0,7,6.182554663096667,1
